10000,0,0,0
9167,0,0,0
8474,0,0,0
7564,0,0,0
6905,0,0,0
6166,0,0,0
5602,1,0,0
5025,2,0,0
4496,6,0,0
4063,3,0,0
3694,5,0,0
3295,2,0,0
3020,4,0,0
2777,3,0,0
2493,2,0,0
2282,1,0,0
2044,2,0,0
1854,5,0,0
1723,7,0,0
1552,4,0,0
1342,5,0,0
1248,1,0,0
1095,0,0,0
1004,1,0,0
930,0,0,0
797,0,0,0
661,0,0,0
580,0,0,0
535,0,0,0
478,0,0,0
436,0,0,0
410,0,0,0
376,0,0,0
341,0,0,0
310,0,0,0
276,0,0,0
233,0,0,0
234,0,0,0
208,0,0,0
181,0,0,0
163,0,0,0
137,0,0,0
114,0,0,0
107,0,0,0
105,0,0,0
88,0,0,0
69,0,0,0
68,0,0,0
76,0,0,0
78,0,0,0
74,0,0,0
55,0,0,0
42,0,0,0
35,0,0,0
21,0,0,0
17,0,0,0
14,0,0,0
9,0,0,0
6,0,0,0
3,0,0,0
4,0,0,0
2,0,0,0
