0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,2,0
0,0,4,0
0,0,7,0
0,0,8,0
0,0,10,0
0,0,16,0
0,0,20,0
0,0,16,0
0,0,17,0
0,0,23,0
0,0,26,0
0,0,30,0
0,0,28,0
0,0,29,0
0,0,24,0
0,0,30,0
0,0,46,0
0,0,46,0
0,0,49,0
0,0,54,0
0,0,54,0
0,0,44,0
0,0,62,0
0,0,73,0
0,0,81,0
0,0,90,0
0,0,79,0
0,0,83,0
0,0,82,0
0,0,88,0
0,0,107,0
0,0,106,0
0,0,106,0
0,0,104,0
0,0,114,0
0,0,117,0
0,0,123,0
0,0,152,0
0,0,151,0
0,0,169,0
0,0,161,0
0,0,142,0
0,0,138,0
0,0,115,0
0,0,106,0
0,0,117,0
0,0,118,0
0,0,123,0
0,0,122,0
0,0,113,0
0,0,108,0
0,0,103,0
0,0,120,0
0,0,120,0
0,0,134,0
0,0,154,0
0,0,149,0
0,0,160,0
0,0,165,0
0,0,197,0
0,0,195,0
0,0,190,0
0,0,180,0
0,0,179,0
0,0,187,0
0,0,199,0
0,0,230,0
0,0,267,0
0,0,270,0
0,0,279,0
0,0,305,0
0,0,330,0
0,0,366,0
0,0,380,0
0,0,382,0
0,0,409,0
0,0,435,0
0,0,434,0
0,0,455,0
0,0,441,0
0,0,424,0
0,0,477,0
0,0,515,0
0,0,523,0
0,0,530,0
0,0,533,0
0,0,573,0
0,0,563,0
0,0,570,0
0,0,523,0
0,0,522,0
0,0,551,0
0,0,581,0
0,0,573,0
0,0,567,0
0,0,560,0
0,0,583,0
0,0,620,0
0,0,690,0
0,0,734,0
0,0,741,0
0,0,736,0
0,0,760,0
0,0,845,0
0,0,826,0
0,0,862,0
0,0,869,0
0,0,879,0
0,0,911,0
0,0,934,0
0,0,900,0
0,0,937,0
0,0,900,0
0,0,924,0
0,0,981,0
0,0,1026,0
