10000,0,0,0
7241,81,0,0
5152,110,2,0
3877,122,4,0
2792,126,10,0
1866,127,7,0
1346,96,7,0
951,81,8,0
685,64,7,0
510,65,5,0
383,59,5,0
277,56,7,0
202,35,7,0
130,32,9,0
98,29,7,0
87,27,7,0
51,19,9,0
35,17,6,0
23,22,6,0
24,13,8,0
20,10,8,0
17,15,5,0
13,17,7,0
11,8,10,0
13,9,10,0
10,8,10,0
11,6,6,0
6,11,6,0
2,15,4,0
3,14,4,0
1,11,1,0
1,15,3,0
1,13,4,0
0,6,0,0
0,11,0,0
0,8,0,0
0,9,0,0
0,8,1,0
0,6,1,0
0,6,1,0
0,5,0,0
0,6,0,0
0,8,0,0
0,9,0,0
0,2,0,0
0,2,0,0
0,3,0,0
