10000,0,0,0
9109,0,0,0
8219,1,0,0
7442,2,0,0
6672,4,0,0
6107,1,0,0
5520,2,0,0
5098,2,0,0
4635,2,0,0
4133,2,0,0
3769,1,0,0
3366,1,0,0
3042,1,0,0
2816,2,0,0
2585,1,0,0
2383,1,0,0
2203,1,0,0
2000,2,0,0
1769,2,0,0
1575,4,0,0
1352,5,0,0
1145,8,0,0
1043,8,0,0
985,8,0,0
863,7,0,0
780,2,0,0
676,4,0,0
610,0,0,0
570,0,0,0
564,0,0,0
500,0,0,0
417,0,0,0
374,0,0,0
312,0,0,0
276,0,0,0
221,0,0,0
195,0,0,0
182,0,0,0
175,0,0,0
170,0,0,0
159,0,0,0
128,0,0,0
123,0,0,0
104,0,0,0
74,0,0,0
56,0,0,0
54,0,0,0
53,0,0,0
50,0,0,0
36,0,0,0
36,0,0,0
33,0,0,0
29,0,0,0
26,0,0,0
28,0,0,0
25,0,0,0
19,0,0,0
17,0,0,0
13,0,0,0
11,0,0,0
12,0,0,0
11,0,0,0
17,0,0,0
12,0,0,0
13,0,0,0
15,0,0,0
9,0,0,0
13,0,0,0
13,0,0,0
10,0,0,0
10,0,0,0
10,0,0,0
8,0,0,0
3,0,0,0
5,0,0,0
7,0,0,0
5,0,0,0
3,0,0,0
4,0,0,0
3,0,0,0
6,0,0,0
7,0,0,0
5,0,0,0
6,0,0,0
6,0,0,0
5,0,0,0
6,0,0,0
8,0,0,0
7,0,0,0
10,0,0,0
14,0,0,0
12,0,0,0
17,0,0,0
14,0,0,0
21,0,0,0
25,0,0,0
19,0,0,0
12,0,0,0
7,0,0,0
4,0,0,0
3,0,0,0
3,0,0,0
3,0,0,0
4,0,0,0
2,0,0,0
2,0,0,0
4,0,0,0
