10000,0,0,0
8989,1,0,0
8231,0,0,0
7547,0,0,0
6772,2,0,0
6057,0,0,0
5583,0,0,0
4995,1,0,0
4528,0,0,0
4027,0,0,0
3630,0,0,0
3208,1,0,0
2905,1,0,0
2567,0,0,0
2331,2,0,0
2135,3,0,0
1981,2,0,0
1778,0,0,0
1647,0,0,0
1538,0,0,0
1346,0,0,0
1191,1,0,0
1011,1,0,0
903,1,0,0
806,2,0,0
718,2,0,0
671,2,0,0
608,1,0,0
586,0,0,0
509,0,0,0
485,0,0,0
400,0,0,0
347,0,0,0
322,0,0,0
289,0,0,0
222,0,0,0
201,0,0,0
181,0,0,0
156,0,0,0
147,0,0,0
124,0,0,0
118,0,0,0
94,0,0,0
101,0,0,0
98,0,0,0
91,0,0,0
87,0,0,0
83,0,0,0
77,0,0,0
79,0,0,0
67,0,0,0
57,0,0,0
50,0,0,0
47,0,0,0
45,0,0,0
40,0,0,0
30,0,0,0
30,0,0,0
25,0,0,0
21,0,0,0
10,0,0,0
2,0,0,0
2,0,0,0
3,0,0,0
