0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,1,0
0,0,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,1,0
0,0,1,0
0,0,2,0
0,0,3,0
0,0,2,0
0,0,0,0
0,0,1,0
0,0,2,0
0,0,2,0
0,0,2,0
0,0,3,0
0,0,2,0
0,0,3,0
0,0,3,0
0,0,1,0
0,0,1,0
0,0,2,0
0,0,1,0
0,0,1,0
0,0,3,0
0,0,3,0
0,0,6,0
0,0,7,0
0,0,10,0
0,0,3,0
0,0,4,0
0,0,3,0
0,0,0,0
0,0,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,2,0
0,0,3,0
0,0,3,0
0,0,4,0
0,0,4,0
0,0,5,0
0,0,6,0
0,0,8,0
0,0,10,0
0,0,13,0
0,0,14,0
0,0,18,0
0,0,20,0
0,0,11,0
0,0,12,0
0,0,16,0
0,0,18,0
0,0,13,0
0,0,15,0
0,0,14,0
0,0,18,0
0,0,23,0
0,0,29,0
0,0,32,0
0,0,37,0
0,0,41,0
0,0,45,0
0,0,39,0
0,0,41,0
0,0,34,0
0,0,41,0
0,0,44,0
0,0,45,0
0,0,69,0
0,0,88,0
0,0,103,0
0,0,110,0
0,0,116,0
0,0,115,0
0,0,104,0
0,0,102,0
0,0,129,0
0,0,157,0
0,0,171,0
0,0,184,0
0,0,179,0
0,0,208,0
0,0,223,0
0,0,242,0
0,0,284,0
0,0,313,0
0,0,341,0
0,0,349,0
0,0,378,0
0,0,386,0
0,0,447,0
0,0,463,0
0,0,493,0
0,0,513,0
0,0,580,0
0,0,635,0
0,0,703,0
0,0,784,0
0,0,846,0
0,0,882,0
0,0,956,0
0,0,972,0
0,0,1044,0
