10000,0,0,0
9087,0,0,0
8267,0,0,0
7275,0,0,0
6668,0,0,0
5943,1,0,0
5280,1,0,0
4870,1,0,0
4334,1,0,0
3890,0,0,0
3450,1,0,0
3164,0,0,0
2889,0,0,0
2547,0,0,0
2316,0,0,0
2230,1,0,0
2009,0,0,0
1791,0,0,0
1636,0,0,0
1520,0,0,0
1367,0,0,0
1175,1,0,0
1058,1,0,0
967,0,0,0
878,0,0,0
779,0,0,0
711,0,0,0
665,0,0,0
647,0,0,0
559,0,0,0
530,0,0,0
460,0,0,0
385,0,0,0
343,0,0,0
327,0,0,0
309,0,0,0
300,0,0,0
268,0,0,0
246,0,0,0
182,0,0,0
155,0,0,0
134,0,0,0
106,0,0,0
105,0,0,0
117,0,0,0
114,0,0,0
110,0,0,0
104,0,0,0
87,0,0,0
75,0,0,0
78,0,0,0
87,0,0,0
70,0,0,0
77,0,0,0
71,0,0,0
75,0,0,0
76,0,0,0
63,0,0,0
45,0,0,0
37,0,0,0
36,0,0,0
37,0,0,0
30,0,0,0
21,0,0,0
16,0,0,0
19,0,0,0
28,0,0,0
27,0,0,0
23,0,0,0
18,0,0,0
13,0,0,0
8,0,0,0
3,0,0,0
5,0,0,0
3,0,0,0
